Louvain_cluster,Cluster_Label,Cluster_Index,Celltype,Stage
2596,S10-marginal zone,4,marginal zone,S10
2597,S10-neuroectoderm,3,neuroectoderm,S10
2598,S10-marginal zone,4,marginal zone,S10
2599,S10-marginal zone,4,marginal zone,S10
2600,S10-marginal zone,4,marginal zone,S10
2601,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
2602,S10-marginal zone,4,marginal zone,S10
2603,S10-marginal zone,4,marginal zone,S10
2604,S10-marginal zone,4,marginal zone,S10
2605,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2606,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2607,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2608,S10-marginal zone,4,marginal zone,S10
2609,S10-neuroectoderm,3,neuroectoderm,S10
2610,S10-marginal zone,4,marginal zone,S10
2611,S10-marginal zone,4,marginal zone,S10
2612,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2613,S10-marginal zone,4,marginal zone,S10
2614,S10-marginal zone,4,marginal zone,S10
2615,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2616,S10-marginal zone,4,marginal zone,S10
2617,S10-neuroectoderm,3,neuroectoderm,S10
2618,S10-neuroectoderm,3,neuroectoderm,S10
2619,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
2620,S10-marginal zone,4,marginal zone,S10
2621,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2622,S10-marginal zone,4,marginal zone,S10
2623,S10-neuroectoderm,3,neuroectoderm,S10
2624,S10-marginal zone,4,marginal zone,S10
2625,S10-marginal zone,4,marginal zone,S10
2626,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
2627,S10-neuroectoderm,3,neuroectoderm,S10
2628,S10-marginal zone,4,marginal zone,S10
2629,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
2630,S10-marginal zone,4,marginal zone,S10
2631,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
2632,S10-marginal zone,4,marginal zone,S10
2633,S10-neuroectoderm,3,neuroectoderm,S10
2634,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2635,S10-neuroectoderm,3,neuroectoderm,S10
2636,S10-marginal zone,4,marginal zone,S10
2637,S10-neuroectoderm,3,neuroectoderm,S10
2638,S10-marginal zone,4,marginal zone,S10
2639,S10-marginal zone,4,marginal zone,S10
2640,S10-marginal zone,4,marginal zone,S10
2641,S10-neuroectoderm,3,neuroectoderm,S10
2642,S10-marginal zone,4,marginal zone,S10
2643,S10-marginal zone,4,marginal zone,S10
2644,S10-marginal zone,4,marginal zone,S10
2645,S10-marginal zone,4,marginal zone,S10
2646,S10-endoderm,6,endoderm,S10
2647,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2648,S10-marginal zone,4,marginal zone,S10
2649,S10-marginal zone,4,marginal zone,S10
2650,S10-neuroectoderm,3,neuroectoderm,S10
2651,S10-marginal zone,4,marginal zone,S10
2652,S10-endoderm,6,endoderm,S10
2653,S10-marginal zone,4,marginal zone,S10
2654,S10-marginal zone,4,marginal zone,S10
2655,S10-neuroectoderm,3,neuroectoderm,S10
2656,S10-marginal zone,4,marginal zone,S10
2657,S10-marginal zone,4,marginal zone,S10
2658,S10-marginal zone,4,marginal zone,S10
2659,S10-marginal zone,4,marginal zone,S10
2660,S10-neuroectoderm,3,neuroectoderm,S10
2661,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
2662,S10-neuroectoderm,3,neuroectoderm,S10
2663,S10-neuroectoderm,3,neuroectoderm,S10
2664,S10-marginal zone,4,marginal zone,S10
2665,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
2666,S10-marginal zone,4,marginal zone,S10
2667,S10-marginal zone,4,marginal zone,S10
2668,S10-marginal zone,4,marginal zone,S10
2669,S10-marginal zone,4,marginal zone,S10
2670,S10-marginal zone,4,marginal zone,S10
2671,S10-marginal zone,4,marginal zone,S10
2672,S10-marginal zone,4,marginal zone,S10
2673,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2674,S10-Spemann organizer (mesoderm),2,Spemann organizer (mesoderm),S10
2675,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2676,S10-marginal zone,4,marginal zone,S10
2677,S10-marginal zone,4,marginal zone,S10
2678,S10-neuroectoderm,3,neuroectoderm,S10
2679,S10-marginal zone,4,marginal zone,S10
2680,S10-marginal zone,4,marginal zone,S10
2681,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2682,S10-marginal zone,4,marginal zone,S10
2683,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
2684,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
2685,S10-marginal zone,4,marginal zone,S10
2686,S10-neuroectoderm,3,neuroectoderm,S10
2687,S10-marginal zone,4,marginal zone,S10
2688,S10-marginal zone,4,marginal zone,S10
2689,S10-marginal zone,4,marginal zone,S10
2690,S10-neuroectoderm,3,neuroectoderm,S10
2691,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2692,S10-neuroectoderm,3,neuroectoderm,S10
2693,S10-marginal zone,4,marginal zone,S10
2694,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
2695,S10-Spemann organizer (mesoderm),2,Spemann organizer (mesoderm),S10
2696,S10-marginal zone,4,marginal zone,S10
2697,S10-neuroectoderm,3,neuroectoderm,S10
2698,S10-neuroectoderm,3,neuroectoderm,S10
2699,S10-marginal zone,4,marginal zone,S10
2700,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
2701,S10-marginal zone,4,marginal zone,S10
2702,S10-neuroectoderm,3,neuroectoderm,S10
2703,S10-endoderm,6,endoderm,S10
2704,S10-neuroectoderm,3,neuroectoderm,S10
2705,S10-marginal zone,4,marginal zone,S10
2706,S10-marginal zone,4,marginal zone,S10
2707,S10-marginal zone,4,marginal zone,S10
2708,S10-neuroectoderm,3,neuroectoderm,S10
2709,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
2710,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2711,S10-marginal zone,4,marginal zone,S10
2712,S10-marginal zone,4,marginal zone,S10
2713,S10-marginal zone,4,marginal zone,S10
2714,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2715,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2716,S10-marginal zone,4,marginal zone,S10
2717,S10-marginal zone,4,marginal zone,S10
2718,S10-marginal zone,4,marginal zone,S10
2719,S10-marginal zone,4,marginal zone,S10
2720,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
2721,S10-neuroectoderm,3,neuroectoderm,S10
2722,S10-marginal zone,4,marginal zone,S10
2723,S10-marginal zone,4,marginal zone,S10
2724,S10-Spemann organizer (mesoderm),2,Spemann organizer (mesoderm),S10
2725,S10-marginal zone,4,marginal zone,S10
2726,S10-marginal zone,4,marginal zone,S10
2727,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2728,S10-marginal zone,4,marginal zone,S10
2729,S10-marginal zone,4,marginal zone,S10
2730,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2731,S10-marginal zone,4,marginal zone,S10
2732,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2733,S10-neuroectoderm,3,neuroectoderm,S10
2734,S10-marginal zone,4,marginal zone,S10
2735,S10-Spemann organizer (mesoderm),2,Spemann organizer (mesoderm),S10
2736,S10-marginal zone,4,marginal zone,S10
2737,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2738,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2739,S10-neuroectoderm,3,neuroectoderm,S10
2740,S10-marginal zone,4,marginal zone,S10
2741,S10-marginal zone,4,marginal zone,S10
2742,S10-neuroectoderm,3,neuroectoderm,S10
2743,S10-neuroectoderm,3,neuroectoderm,S10
2744,S10-marginal zone,4,marginal zone,S10
2745,S10-marginal zone,4,marginal zone,S10
2746,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
2747,S10-neuroectoderm,3,neuroectoderm,S10
2748,S10-neuroectoderm,3,neuroectoderm,S10
2749,S10-marginal zone,4,marginal zone,S10
2750,S10-marginal zone,4,marginal zone,S10
2751,S10-marginal zone,4,marginal zone,S10
2752,S10-marginal zone,4,marginal zone,S10
2753,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2754,S10-neuroectoderm,3,neuroectoderm,S10
2755,S10-marginal zone,4,marginal zone,S10
2756,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2757,S10-marginal zone,4,marginal zone,S10
2758,S10-marginal zone,4,marginal zone,S10
2759,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2760,S10-marginal zone,4,marginal zone,S10
2761,S10-neuroectoderm,3,neuroectoderm,S10
2762,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2763,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2764,S10-marginal zone,4,marginal zone,S10
2765,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
2766,S10-marginal zone,4,marginal zone,S10
2767,S10-neuroectoderm,3,neuroectoderm,S10
2768,S10-marginal zone,4,marginal zone,S10
2769,S10-marginal zone,4,marginal zone,S10
2770,S10-marginal zone,4,marginal zone,S10
2771,S10-marginal zone,4,marginal zone,S10
2772,S10-marginal zone,4,marginal zone,S10
2773,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2774,S10-endoderm,6,endoderm,S10
2775,S10-neuroectoderm,3,neuroectoderm,S10
2776,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2777,S10-marginal zone,4,marginal zone,S10
2778,S10-neuroectoderm,3,neuroectoderm,S10
2779,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2780,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2781,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
2782,S10-neuroectoderm,3,neuroectoderm,S10
2783,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2784,S10-marginal zone,4,marginal zone,S10
2785,S10-marginal zone,4,marginal zone,S10
2786,S10-Spemann organizer (mesoderm),2,Spemann organizer (mesoderm),S10
2787,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2788,S10-marginal zone,4,marginal zone,S10
2789,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
2790,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2791,S10-marginal zone,4,marginal zone,S10
2792,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
2793,S10-neuroectoderm,3,neuroectoderm,S10
2794,S10-marginal zone,4,marginal zone,S10
2795,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2796,S10-marginal zone,4,marginal zone,S10
2797,S10-marginal zone,4,marginal zone,S10
2798,S10-marginal zone,4,marginal zone,S10
2799,S10-marginal zone,4,marginal zone,S10
2800,S10-marginal zone,4,marginal zone,S10
2801,S10-marginal zone,4,marginal zone,S10
2802,S10-marginal zone,4,marginal zone,S10
2803,S10-neuroectoderm,3,neuroectoderm,S10
2804,S10-marginal zone,4,marginal zone,S10
2805,S10-marginal zone,4,marginal zone,S10
2806,S10-marginal zone,4,marginal zone,S10
2807,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2808,S10-neuroectoderm,3,neuroectoderm,S10
2809,S10-neuroectoderm,3,neuroectoderm,S10
2810,S10-marginal zone,4,marginal zone,S10
2811,S10-neuroectoderm,3,neuroectoderm,S10
2812,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
2813,S10-neuroectoderm,3,neuroectoderm,S10
2814,S10-neuroectoderm,3,neuroectoderm,S10
2815,S10-marginal zone,4,marginal zone,S10
2816,S10-neuroectoderm,3,neuroectoderm,S10
2817,S10-neuroectoderm,3,neuroectoderm,S10
2818,S10-neuroectoderm,3,neuroectoderm,S10
2819,S10-neuroectoderm,3,neuroectoderm,S10
2820,S10-neuroectoderm,3,neuroectoderm,S10
2821,S10-marginal zone,4,marginal zone,S10
2822,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2823,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2824,S10-marginal zone,4,marginal zone,S10
2825,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
2826,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2827,S10-marginal zone,4,marginal zone,S10
2828,S10-neuroectoderm,3,neuroectoderm,S10
2829,S10-marginal zone,4,marginal zone,S10
2830,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
2831,S10-neuroectoderm,3,neuroectoderm,S10
2832,S10-marginal zone,4,marginal zone,S10
2833,S10-neuroectoderm,3,neuroectoderm,S10
2834,S10-neuroectoderm,3,neuroectoderm,S10
2835,S10-Spemann organizer (mesoderm),2,Spemann organizer (mesoderm),S10
2836,S10-marginal zone,4,marginal zone,S10
2837,S10-marginal zone,4,marginal zone,S10
2838,S10-marginal zone,4,marginal zone,S10
2839,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2840,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2841,S10-neuroectoderm,3,neuroectoderm,S10
2842,S10-neuroectoderm,3,neuroectoderm,S10
2843,S10-neuroectoderm,3,neuroectoderm,S10
2844,S10-marginal zone,4,marginal zone,S10
2845,S10-marginal zone,4,marginal zone,S10
2846,S10-marginal zone,4,marginal zone,S10
2847,S10-marginal zone,4,marginal zone,S10
2848,S10-neuroectoderm,3,neuroectoderm,S10
2849,S10-marginal zone,4,marginal zone,S10
2850,S10-marginal zone,4,marginal zone,S10
2851,S10-neuroectoderm,3,neuroectoderm,S10
2852,S10-marginal zone,4,marginal zone,S10
2853,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2854,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2855,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2856,S10-marginal zone,4,marginal zone,S10
2857,S10-marginal zone,4,marginal zone,S10
2858,S10-marginal zone,4,marginal zone,S10
2859,S10-marginal zone,4,marginal zone,S10
2860,S10-marginal zone,4,marginal zone,S10
2861,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2862,S10-neuroectoderm,3,neuroectoderm,S10
2863,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2864,S10-marginal zone,4,marginal zone,S10
2865,S10-neuroectoderm,3,neuroectoderm,S10
2866,S10-marginal zone,4,marginal zone,S10
2867,S10-neuroectoderm,3,neuroectoderm,S10
2868,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
2869,S10-marginal zone,4,marginal zone,S10
2870,S10-marginal zone,4,marginal zone,S10
2871,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
2872,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2873,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2874,S10-neuroectoderm,3,neuroectoderm,S10
2875,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
2876,S10-marginal zone,4,marginal zone,S10
2877,S10-marginal zone,4,marginal zone,S10
2878,S10-neuroectoderm,3,neuroectoderm,S10
2879,S10-marginal zone,4,marginal zone,S10
2880,S10-neuroectoderm,3,neuroectoderm,S10
2881,S10-marginal zone,4,marginal zone,S10
2882,S10-marginal zone,4,marginal zone,S10
2883,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2884,S10-marginal zone,4,marginal zone,S10
2885,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
2886,S10-marginal zone,4,marginal zone,S10
2887,S10-neuroectoderm,3,neuroectoderm,S10
2888,S10-neuroectoderm,3,neuroectoderm,S10
2889,S10-marginal zone,4,marginal zone,S10
2890,S10-marginal zone,4,marginal zone,S10
2891,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
2892,S10-neuroectoderm,3,neuroectoderm,S10
2893,S10-marginal zone,4,marginal zone,S10
2894,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2895,S10-neuroectoderm,3,neuroectoderm,S10
2896,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2897,S10-neuroectoderm,3,neuroectoderm,S10
2898,S10-marginal zone,4,marginal zone,S10
2899,S10-neuroectoderm,3,neuroectoderm,S10
2900,S10-marginal zone,4,marginal zone,S10
2901,S10-neuroectoderm,3,neuroectoderm,S10
2902,S10-neuroectoderm,3,neuroectoderm,S10
2903,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
2904,S10-marginal zone,4,marginal zone,S10
2905,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
2906,S10-neuroectoderm,3,neuroectoderm,S10
2907,S10-neuroectoderm,3,neuroectoderm,S10
2908,S10-marginal zone,4,marginal zone,S10
2909,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2910,S10-neuroectoderm,3,neuroectoderm,S10
2911,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
2912,S10-marginal zone,4,marginal zone,S10
2913,S10-neuroectoderm,3,neuroectoderm,S10
2914,S10-marginal zone,4,marginal zone,S10
2915,S10-marginal zone,4,marginal zone,S10
2916,S10-marginal zone,4,marginal zone,S10
2917,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
2918,S10-neuroectoderm,3,neuroectoderm,S10
2919,S10-marginal zone,4,marginal zone,S10
2920,S10-marginal zone,4,marginal zone,S10
2921,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
2922,S10-marginal zone,4,marginal zone,S10
2923,S10-marginal zone,4,marginal zone,S10
2924,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
2925,S10-marginal zone,4,marginal zone,S10
2926,S10-neuroectoderm,3,neuroectoderm,S10
2927,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2928,S10-endoderm,6,endoderm,S10
2929,S10-marginal zone,4,marginal zone,S10
2930,S10-Spemann organizer (mesoderm),2,Spemann organizer (mesoderm),S10
2931,S10-neuroectoderm,3,neuroectoderm,S10
2932,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2933,S10-marginal zone,4,marginal zone,S10
2934,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
2935,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2936,S10-neuroectoderm,3,neuroectoderm,S10
2937,S10-marginal zone,4,marginal zone,S10
2938,S10-marginal zone,4,marginal zone,S10
2939,S10-marginal zone,4,marginal zone,S10
2940,S10-neuroectoderm,3,neuroectoderm,S10
2941,S10-marginal zone,4,marginal zone,S10
2942,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
2943,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2944,S10-marginal zone,4,marginal zone,S10
2945,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
2946,S10-marginal zone,4,marginal zone,S10
2947,S10-neuroectoderm,3,neuroectoderm,S10
2948,S10-marginal zone,4,marginal zone,S10
2949,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
2950,S10-marginal zone,4,marginal zone,S10
2951,S10-marginal zone,4,marginal zone,S10
2952,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2953,S10-marginal zone,4,marginal zone,S10
2954,S10-marginal zone,4,marginal zone,S10
2955,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2956,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2957,S10-endoderm,6,endoderm,S10
2958,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2959,S10-neuroectoderm,3,neuroectoderm,S10
2960,S10-marginal zone,4,marginal zone,S10
2961,S10-marginal zone,4,marginal zone,S10
2962,S10-marginal zone,4,marginal zone,S10
2963,S10-marginal zone,4,marginal zone,S10
2964,S10-marginal zone,4,marginal zone,S10
2965,S10-marginal zone,4,marginal zone,S10
2966,S10-marginal zone,4,marginal zone,S10
2967,S10-marginal zone,4,marginal zone,S10
2968,S10-marginal zone,4,marginal zone,S10
2969,S10-marginal zone,4,marginal zone,S10
2970,S10-marginal zone,4,marginal zone,S10
2971,S10-neuroectoderm,3,neuroectoderm,S10
2972,S10-marginal zone,4,marginal zone,S10
2973,S10-neuroectoderm,3,neuroectoderm,S10
2974,S10-marginal zone,4,marginal zone,S10
2975,S10-neuroectoderm,3,neuroectoderm,S10
2976,S10-Spemann organizer (mesoderm),2,Spemann organizer (mesoderm),S10
2977,S10-marginal zone,4,marginal zone,S10
2978,S10-marginal zone,4,marginal zone,S10
2979,S10-marginal zone,4,marginal zone,S10
2980,S10-neuroectoderm,3,neuroectoderm,S10
2981,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2982,S10-marginal zone,4,marginal zone,S10
2983,S10-marginal zone,4,marginal zone,S10
2984,S10-marginal zone,4,marginal zone,S10
2985,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2986,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
2987,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
2988,S10-neuroectoderm,3,neuroectoderm,S10
2989,S10-neuroectoderm,3,neuroectoderm,S10
2990,S10-marginal zone,4,marginal zone,S10
2991,S10-marginal zone,4,marginal zone,S10
2992,S10-neuroectoderm,3,neuroectoderm,S10
2993,S10-marginal zone,4,marginal zone,S10
2994,S10-marginal zone,4,marginal zone,S10
2995,S10-marginal zone,4,marginal zone,S10
2996,S10-non-neural ectoderm,1,non-neural ectoderm,S10
2997,S10-marginal zone,4,marginal zone,S10
2998,S10-neuroectoderm,3,neuroectoderm,S10
2999,S10-non-neural ectoderm,1,non-neural ectoderm,S10
3000,S10-marginal zone,4,marginal zone,S10
3001,S10-non-neural ectoderm,1,non-neural ectoderm,S10
3002,S10-marginal zone,4,marginal zone,S10
3003,S10-marginal zone,4,marginal zone,S10
3004,S10-neuroectoderm,3,neuroectoderm,S10
3005,S10-marginal zone,4,marginal zone,S10
3006,S10-marginal zone,4,marginal zone,S10
3007,S10-marginal zone,4,marginal zone,S10
3008,S10-marginal zone,4,marginal zone,S10
3009,S10-marginal zone,4,marginal zone,S10
3010,S10-marginal zone,4,marginal zone,S10
3011,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
3012,S10-neuroectoderm,3,neuroectoderm,S10
3013,S10-marginal zone,4,marginal zone,S10
3014,S10-marginal zone,4,marginal zone,S10
3015,S10-marginal zone,4,marginal zone,S10
3016,S10-neuroectoderm,3,neuroectoderm,S10
3017,S10-marginal zone,4,marginal zone,S10
3018,S10-marginal zone,4,marginal zone,S10
3019,S10-marginal zone,4,marginal zone,S10
3020,S10-marginal zone,4,marginal zone,S10
3021,S10-neuroectoderm,3,neuroectoderm,S10
3022,S10-neuroectoderm,3,neuroectoderm,S10
3023,S10-marginal zone,4,marginal zone,S10
3024,S10-endoderm,6,endoderm,S10
3025,S10-marginal zone,4,marginal zone,S10
3026,S10-endoderm,6,endoderm,S10
3027,S10-marginal zone,4,marginal zone,S10
3028,S10-neuroectoderm,3,neuroectoderm,S10
3029,S10-marginal zone,4,marginal zone,S10
3030,S10-non-neural ectoderm,1,non-neural ectoderm,S10
3031,S10-marginal zone,4,marginal zone,S10
3032,S10-marginal zone,4,marginal zone,S10
3033,S10-marginal zone,4,marginal zone,S10
3034,S10-neuroectoderm,3,neuroectoderm,S10
3035,S10-marginal zone,4,marginal zone,S10
3036,S10-marginal zone,4,marginal zone,S10
3037,S10-marginal zone,4,marginal zone,S10
3038,S10-marginal zone,4,marginal zone,S10
3039,S10-marginal zone,4,marginal zone,S10
3040,S10-marginal zone,4,marginal zone,S10
3041,S10-neuroectoderm,3,neuroectoderm,S10
3042,S10-marginal zone,4,marginal zone,S10
3043,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
3044,S10-neuroectoderm,3,neuroectoderm,S10
3045,S10-marginal zone,4,marginal zone,S10
3046,S10-marginal zone,4,marginal zone,S10
3047,S10-marginal zone,4,marginal zone,S10
3048,S10-marginal zone,4,marginal zone,S10
3049,S10-marginal zone,4,marginal zone,S10
3050,S10-marginal zone,4,marginal zone,S10
3051,S10-neuroectoderm,3,neuroectoderm,S10
3052,S10-marginal zone,4,marginal zone,S10
3053,S10-marginal zone,4,marginal zone,S10
3054,S10-neuroectoderm,3,neuroectoderm,S10
3055,S10-endoderm,6,endoderm,S10
3056,S10-marginal zone,4,marginal zone,S10
3057,S10-neuroectoderm,3,neuroectoderm,S10
3058,S10-neuroectoderm,3,neuroectoderm,S10
3059,S10-neuroectoderm,3,neuroectoderm,S10
3060,S10-marginal zone,4,marginal zone,S10
3061,S10-neuroectoderm,3,neuroectoderm,S10
3062,S10-marginal zone,4,marginal zone,S10
3063,S10-Spemann organizer (mesoderm),2,Spemann organizer (mesoderm),S10
3064,S10-marginal zone,4,marginal zone,S10
3065,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
3066,S10-marginal zone,4,marginal zone,S10
3067,S10-neuroectoderm,3,neuroectoderm,S10
3068,S10-non-neural ectoderm,1,non-neural ectoderm,S10
3069,S10-marginal zone,4,marginal zone,S10
3070,S10-neuroectoderm,3,neuroectoderm,S10
3071,S10-neuroectoderm,3,neuroectoderm,S10
3072,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
3073,S10-non-neural ectoderm,1,non-neural ectoderm,S10
3074,S10-marginal zone,4,marginal zone,S10
3075,S10-endoderm,6,endoderm,S10
3076,S10-marginal zone,4,marginal zone,S10
3077,S10-neuroectoderm,3,neuroectoderm,S10
3078,S10-marginal zone,4,marginal zone,S10
3079,S10-Spemann organizer (mesoderm),2,Spemann organizer (mesoderm),S10
3080,S10-non-neural ectoderm,1,non-neural ectoderm,S10
3081,S10-marginal zone,4,marginal zone,S10
3082,S10-marginal zone,4,marginal zone,S10
3083,S10-marginal zone,4,marginal zone,S10
3084,S10-marginal zone,4,marginal zone,S10
3085,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
3086,S10-marginal zone,4,marginal zone,S10
3087,S10-marginal zone,4,marginal zone,S10
3088,S10-non-neural ectoderm,1,non-neural ectoderm,S10
3089,S10-marginal zone,4,marginal zone,S10
3090,S10-marginal zone,4,marginal zone,S10
3091,S10-marginal zone,4,marginal zone,S10
3092,S10-non-neural ectoderm,1,non-neural ectoderm,S10
3093,S10-neuroectoderm,3,neuroectoderm,S10
3094,S10-marginal zone,4,marginal zone,S10
3095,S10-marginal zone,4,marginal zone,S10
3096,S10-neuroectoderm,3,neuroectoderm,S10
3097,S10-neuroectoderm,3,neuroectoderm,S10
3098,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
3099,S10-marginal zone,4,marginal zone,S10
3100,S10-neuroectoderm,3,neuroectoderm,S10
3101,S10-non-neural ectoderm,1,non-neural ectoderm,S10
3102,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
3103,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
3104,S10-non-neural ectoderm,1,non-neural ectoderm,S10
3105,S10-marginal zone,4,marginal zone,S10
3106,S10-non-neural ectoderm,1,non-neural ectoderm,S10
3107,S10-marginal zone,4,marginal zone,S10
3108,S10-Spemann organizer (mesoderm),2,Spemann organizer (mesoderm),S10
3109,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
3110,S10-non-neural ectoderm,1,non-neural ectoderm,S10
3111,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
3112,S10-neuroectoderm,3,neuroectoderm,S10
3113,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
3114,S10-neuroectoderm,3,neuroectoderm,S10
3115,S10-marginal zone,4,marginal zone,S10
3116,S10-marginal zone,4,marginal zone,S10
3117,S10-marginal zone,4,marginal zone,S10
3118,S10-marginal zone,4,marginal zone,S10
3119,S10-Spemann organizer (endoderm),5,Spemann organizer (endoderm),S10
